机构ID	机构名称	数据年度	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	其他支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_id	ba_cn 	fp_yr	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_othex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
3013	辽宁省大连理工大学教育发展基金会	2014	31,302,437.66	30,019,049.17	3,025,389.17	26,993,660.00	1,283,388.49	60,000.00	1,223,388.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		21,364,956.75	20,944,892.66	181,306.00	173,631.90	65,126.19							
3014	辽宁省妇女儿童基金会	2014	2,787,500.00	2,787,500.00	0.00	2,787,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,001,109.50	3,000,722.50	387.00	0.00	0.00							
3015	辽宁省抚顺市爱心教育基金会	2014	142,500.00	142,500.00	0.00	142,500.00	0.00	0.00	0.00	0.00	200,678.70	200,678.70	0.00	200,678.70	0.00	0.00	0.00	0.00		520,907.00	471,464.50	49,400.00	42.50	0.00							
3016	辽宁省教育基金会	2014	2,989,700.00	2,989,700.00	0.00	2,989,700.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,525,572.16	4,162,473.08	107,000.00	211,810.10	44,288.98							
3017	辽宁省残疾人福利基金会	2014	2,989,109.00	2,989,109.00	0.00	2,989,109.00	0.00	0.00	0.00	0.00	4,961,450.40	4,961,450.40	0.00	4,961,450.40	0.00	0.00	0.00	0.00		5,570,568.29	5,394,067.98	0.00	94,981.31	81,519.00							
3018	辽宁省沈阳农业大学教育基金会	2014	5,168,982.00	4,868,982.00	4,868,982.00	0.00	300,000.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		947,658.74	935,449.74	0.00	12,209.00	0.00							
3019	辽宁省沈阳化工大学教育基金会	2014	50,000.00	50,000.00	50,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		770,540.30	767,623.00	0.00	2,917.30	0.00							
3020	辽宁省沈阳师范大学教育基金会	2014	965,041.10	965,041.10	2,500.00	962,541.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		483,829.90	462,147.00	0.00	20,446.00	1,236.90							
3021	辽宁省沈阳理工大学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		345,070.20	321,427.70	0.00	23,642.50	0.00							
3022	辽宁省红十字基金会	2014	7,230,669.28	7,230,669.28	10,305.40	7,220,363.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,020,664.55	6,916,310.40	36,964.25	48,044.58	19,345.32							
3023	辽宁省老年基金会	2014	1,412,850.00	1,412,850.00	0.00	1,412,850.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,917,417.83	1,519,271.60	149,246.50	148,253.09	100,646.64							
3025	辽宁省见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,662,811.10	2,399,846.15	260,215.55	2,749.40	0.00							
3026	辽宁省辽宁大学教育基金会	2014	525,075.00	504,300.00	22,800.00	481,500.00	20,775.00	20,775.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		670,077.80	658,408.00	0.00	8,170.00	3,499.80							
3027	辽宁省辽宁工业大学教育基金会	2014	437,072.00	437,072.00	2,000.00	435,072.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		472,562.30	417,000.00	0.00	55,562.30	0.00							
3028	辽宁省辽宁工程技术大学教育基金会	2014	183,000.00	183,000.00	183,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		215,024.90	194,150.00	0.00	14,594.10	6,280.80							
3029	辽宁省辽宁师范大学教育基金会	2014	404,400.00	404,400.00	0.00	404,400.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		284,644.48	275,400.00	0.00	9,010.00	234.48							
3030	辽宁省辽宁水利职业学院教育基金会	2014	161,300.00	161,300.00	8,000.00	153,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		161,885.10	161,300.00	0.00	585.10	0.00							
3031	辽宁省辽宁石油化工大学教育发展基金会	2014	1,095,889.40	1,095,889.40	2,200.00	1,093,689.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		515,858.60	497,500.00	0.00	17,358.60	1,000.00							
3032	辽宁省闽商公益基金会	2014	430,000.00	430,000.00	230,000.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		761,425.60	701,765.60	57,000.00	2,660.00	0.00							
3033	辽宁省青少年发展基金会	2014	6,133,572.12	6,133,572.12	648,021.52	5,485,550.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,148,250.91	5,086,177.90	2,400.00	59,673.01	0.00							
3034	辽宁省青年创业基金会	2014	160,000.00	160,000.00	160,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		290,076.32	260,207.52	11,160.00	18,708.80	0.00							
3036	辽源市公安民警优抚基金会	2014	8,745.00	8,745.00	8,745.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,280,365.10	1,213,945.60	0.00	13,130.50	53,289.00							
3038	辽源市平安基金会	2014	4,925,743.50	4,925,743.50	4,925,743.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,315,896.67	2,132,301.00	0.00	22,654.85	1,160,940.82							
3039	辽源市见义勇为基金会	2014	200,000.00	200,000.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,586,424.99	1,548,492.00	4,800.00	22,732.99	10,400.00							
3040	辽阳辽化教育奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		154,139.20	140,147.20	13,500.00	492.00	0.00							
3041	达州市教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		10,194.90	0.00	0.00	0.00	10,194.90							
3042	达拉特旗人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,920,539.31	1,920,539.31	0.00	1,920,539.31	0.00	0.00	0.00	0.00		1,593,123.00	1,579,900.00	0.00	13,223.00	0.00							
3043	连云港公安大病特困救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		345,000.00	345,000.00	0.00	0.00	0.00							
3044	连云港市兴港助保基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		34,876.79	34,876.79	0.00	0.00	0.00							
3045	连云港市慈善基金会	2014	7,654,046.39	7,654,046.39	7,654,046.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,048,985.09	4,918,746.69	24,780.00	99,485.40	5,973.00							
3047	连云港市新浦区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,600.00	5,600.00	0.00	0.00	0.00							
3048	连云港市海州区慈善基金会	2014	479,561.40	479,561.40	0.00	479,561.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		848,550.71	765,881.00	0.00	82,669.71	0.00							
3049	连云港市海州区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		434,999.80	434,967.80	0.00	32.00	0.00							
3050	连云港市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,308,164.62	1,265,271.00	22,999.60	19,894.02	0.00							
3051	连云港市连云区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		14,036.00	14,000.00	0.00	36.00	0.00							
3052	连云港市连云慈善基金会	2014	989,253.77	989,253.77	140,000.00	849,253.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		140,000.00	140,000.00	0.00	0.00	0.00							
3053	连云港师范高等专科学校教育发展基金会	2014	2,399,643.54	2,399,643.54	2,399,643.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,629,012.40	1,617,592.00	0.00	11,420.40	0.00							
3055	连云港经济技术开发区见义勇为基金会	2014	1,170,000.00	1,170,000.00	0.00	1,170,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,026,657.74	953,344.46	0.00	73,313.28	0.00							
3056	连云港职业技术学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		434,543.68	428,006.39	0.00	6,537.29	0.00							
3057	通化市公安民警优抚基金会	2014	1,091,780.00	1,091,780.00	0.00	1,091,780.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		346,783.50	342,800.00	0.00	3,983.50	0.00							
3058	通化矿业集团扶贫济困基金会	2014	-2,952,646.94	-2,952,646.94	0.00	-2,952,646.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		199,149.00	179,000.00	0.00	20,149.00	0.00							
3059	通辽市扶贫基金会	2014	500,060.00	500,060.00	500,060.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		561,370.70	481,080.00	0.00	79,718.70	572.00							
3060	通辽市科尔沁民歌基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		33,503.76	9,500.00	0.00	24,861.30	-857.54							
3061	遂宁市关心下一代基金会	2014	2,347,200.00	2,347,200.00	0.00	2,347,200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,033,588.86	1,968,805.00	9,350.00	27,716.93	27,716.93							
3062	遂昌县人民教育基金会	2014	7,589,970.00	7,589,970.00	0.00	7,589,970.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,142,960.00	7,139,150.00	0.00	3,810.00	0.00							
3063	邳州市慈善基金会	2014	10,130,963.50	10,130,963.50	10,130,963.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,128,990.11	6,007,982.00	117,330.32	3,677.79	0.00							
3064	邳州市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		115,000.00	115,000.00	0.00	0.00	0.00							
3065	邵东县教育基金会	2014	44,048.00	44,048.00	44,048.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		377,831.50	349,503.00	6,600.00	21,728.50	0.00							
3066	邵阳市教育基金会	2014	2,072,800.00	2,072,800.00	0.00	2,072,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,728,347.50	1,637,530.00	86,897.50	0.00	3,920.00							
3067	郑州市法律援助基金会	2014	501,200.00	501,200.00	1,200.00	500,000.00	0.00	0.00	0.00	0.00	129,800.00	129,800.00	129,800.00	0.00	0.00	0.00	0.00	0.00		1,759,359.23	1,576,861.53	120,136.00	51,148.80	11,212.90							
3068	都江堰友爱教育基金会	2014	549,318.00	549,318.00	160,984.00	388,334.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,124,519.05	1,060,929.69	51,915.06	11,674.30	0.00							
3069	都江堰市教育发展基金会	2014	2,411,281.00	2,411,281.00	2,411,281.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,282,159.00	2,271,293.00	0.00	10,866.00	0.00							
3070	鄂尔多斯东联教育基金会	2014	95,723.00	95,723.00	0.00	95,723.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		310,159.46	212,800.00	0.00	85,769.46	11,590.00							
3071	鄂尔多斯东胜教育发展基金会	2014	3,344,097.00	3,344,097.00	206,007.00	3,138,090.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,056,076.00	3,902,283.00	0.00	153,793.00	0.00							
3072	鄂尔多斯市东胜环境卫生事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		83,988.00	74,200.00	0.00	9,788.00	0.00							
3073	鄂尔多斯市人民教育基金会	2014	685,860.00	685,860.00	485,860.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,005,093.50	950,000.00	0.00	55,093.50	0.00							
3074	鄂尔多斯市成吉思汗基金会	2014	1,669,266.00	1,480,000.00	0.00	1,480,000.00	189,266.00	189,266.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,192,545.10	1,082,160.00	16,500.00	65,005.10	28,880.00							
3075	鄂尔多斯市残疾人福利基金会	2014	100,000.00	100,000.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,437,210.50	2,430,400.00	0.00	6,810.50	0.00							
3077	鄂尔多斯市蒙佳慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00							
3078	鄂托克前旗教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		462,351.50	458,000.00	0.00	4,351.50	0.00							
3079	鄂托克旗教育基金会	2014	533,000.00	533,000.00	533,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		814,598.50	722,000.00	80,000.00	11,614.00	984.50							
3081	重庆光彩事业基金会	2014	2,000,000.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,319,388.50	1,199,333.00	15,000.00	104,724.00	331.50							
3082	重庆协信公益基金会	2014	3,776,654.50	3,776,654.50	21,954.50	3,754,700.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,791,956.22	3,785,454.00	0.00	6,074.22	428.00							
3083	重庆大学教育发展基金会	2014	48,758,688.33	38,466,973.35	358,906.64	38,108,066.71	10,291,714.98	360,000.00	9,931,714.98	0.00	236,080.00	236,080.00	0.00	236,080.00	0.00	0.00	0.00	0.00		107,246,891.80	105,576,996.46	125,868.91	615,855.73	928,170.70							
3084	重庆大德公益基金会	2014	2,332,442.99	2,332,442.99	2,332,442.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		298,249.14	279,267.98	12,990.96	5,990.20	42.60							
3085	重庆市万州区教育基金会	2014	7,390,000.00	7,390,000.00	0.00	7,390,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,530,548.63	7,394,537.40	43,000.00	93,011.23	0.00							
3086	重庆市人口福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		351.20	0.00	0.00	351.20	0.00							
3088	重庆市南川区教育基金会	2014	289,600.00	289,600.00	289,600.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		295,946.00	289,600.00	0.00	6,346.00	0.00							
3089	重庆市卢作孚教育基金会	2014	3,000,000.00	3,000,000.00	3,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		922,334.00	913,500.00	0.00	8,834.00	0.00							
3090	重庆市开县教育基金会	2014	1,639,011.51	1,639,011.51	1,198,511.51	440,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,383,342.38	2,896,877.95	71,704.22	127,013.50	287,746.71							
3091	重庆市彭水教育基金会	2014	4,772,327.60	4,772,327.60	4,772,327.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,246,334.04	3,063,398.50	36,000.00	146,935.54	0.00							
3092	重庆市武隆县扶贫基金会	2014	12,836,650.00	12,836,650.00	0.00	12,836,650.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		10,292,454.76	10,140,984.00	43,200.00	107,983.46	0.00							
3093	重庆市沈铁梅文化发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	172,000.00	172,000.00	12,000.00	160,000.00	0.00	0.00	0.00	0.00		177,031.00	162,000.00	5,400.00	8,850.00	781.00							
3094	重庆市科技事业发展基金会	2014	310,000.00	310,000.00	310,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		268,110.74	256,128.49	9,000.00	2,982.25	0.00							
3095	重庆市科普发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		824,766.90	784,816.70	14,721.10	25,229.10	0.00							
3096	重庆市老年事业发展基金会	2014	12,885,381.19	12,885,381.19	12,885,381.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		14,159,203.43	13,810,722.47	239,316.99	109,163.97	0.00							
3097	重庆市长寿区聚商公益慈善基金会	2014	140,000.00	140,000.00	0.00	140,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		212,343.85	193,700.00	0.00	222.00	18,421.85							
3098	重庆市青年志愿服务基金会	2014	536,972.25	536,972.25	156,972.25	380,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		789,447.43	771,978.00	0.00	17,469.43	0.00							
3099	重庆师范大学教育发展基金会	2014	1,572,154.00	1,572,154.00	106,000.00	1,466,154.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,332,255.72	1,206,771.71	0.00	124,587.01	0.00							
3100	重庆社会救助基金会	2014	350,000.00	350,000.00	0.00	350,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		13,406,227.95	12,597,572.98	213,197.93	595,457.04	0.00							
3101	重庆西南大学教育基金会	2014	27,563,363.66	27,563,363.66	5,190,186.52	22,373,177.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		13,101,074.47	12,795,303.84	0.00	305,770.63	0.00							
3102	重庆西南政法大学教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		615,001.10	600,000.00	7,200.00	7,416.10	385.00							
3103	重庆邮电大学教育基金会	2014	4,599,900.00	4,599,900.00	0.00	4,599,900.00	0.00	0.00	0.00	0.00	595,300.00	595,300.00	0.00	595,300.00	0.00	0.00	0.00	0.00		2,026,660.00	2,024,200.00	0.00	2,460.00	0.00							
3104	重庆金平法学教育基金会	2014	1,594,501.00	1,594,501.00	0.00	1,594,501.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,120,203.20	1,088,922.95	19,000.00	10,343.25	1,937.00							
3105	重庆陈玉仙慈善基金会	2014	310,000.00	310,000.00	310,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		310,030.55	310,000.00	0.00	0.00	0.00							
3106	金华市人民教育基金会	2014	245,000.00	245,000.00	0.00	245,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,930,518.52	6,851,926.00	60,380.00	18,212.52	0.00							
3107	金华市外国语学校教育发展基金会	2014	7,257,000.00	7,257,000.00	7,257,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,003,800.00	7,000,000.00	0.00	3,800.00	0.00							
3108	金华市永远的荣光艺术教育基金会	2014	1,300,000.00	1,300,000.00	0.00	1,300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,178,397.18	1,076,054.18	66,000.00	36,343.00	0.00							
3109	金华市见义勇为基金会	2014	600,000.00	600,000.00	0.00	600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,181,878.00	1,179,000.00	0.00	2,878.00	0.00							
3110	金华市金兰公益基金会	2014	10,006,000.00	10,006,000.00	10,006,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,392,910.63	1,301,057.64	30,200.00	61,652.99	0.00							
3111	金华职业技术学院教育发展基金会	2014	1,260,000.00	1,260,000.00	250,000.00	1,010,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,329,587.00	3,303,819.00	0.00	25,768.00	0.00							
3112	金坛市见义勇为基金会	2014	20,000,000.00	20,000,000.00	0.00	20,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,321,962.34	1,250,583.09	39,600.00	31,779.25	0.00							
3114	金肯职业技术学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		23,756.56	23,154.00	0.00	602.56	0.00							
3115	金陵科技学院教育发展基金会	2014	810,000.00	810,000.00	200,000.00	610,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		898,292.60	582,060.00	0.00	0.00	316,232.60							
3116	金龙鱼慈善公益基金会	2014	28,107,947.44	26,647,165.00	18,000.00	26,629,165.00	1,460,782.44	1,460,782.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		28,451,598.61	28,301,781.82	0.00	155,982.00	-6,165.21							
3117	钦州市政协爱心慈善基金会	2014	330,000.00	330,000.00	100,000.00	230,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,906,560.50	2,892,805.00	0.00	6,955.50	6,800.00							
3118	铁岭市公安民警救助基金会	2014	2,396,800.00	2,396,800.00	2,396,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,232,285.50	2,228,090.00	0.00	4,195.50	0.00							
3120	锡林郭勒盟扶贫基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00							
3122	锦州市公安民警救助基金会	2014	1,389,800.00	1,389,800.00	1,389,800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,400,217.94	1,289,275.90	21,600.00	23,351.50	65,990.54							
3123	锦树爱心慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		61,991.33	61,989.84	0.00	1.49	0.00							
3124	镇江市丹徒区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		322,558.20	236,764.00	85,794.20	10,987.00	-10,987.00							
3125	镇江市京口区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		380,006.50	363,318.50	0.00	16,688.00	0.00							
3126	镇江市新区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		258,190.00	230,180.00	24,200.00	3,810.00	0.00							
3127	镇江市润州区见义勇为基金会	2014	2,000.00	2,000.00	2,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		466,119.80	346,793.00	97,800.00	21,526.80	0.00							
3128	镇江市见义勇为基金会	2014	6,468,000.00	6,468,000.00	6,468,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,427,848.02	5,081,291.20	176,800.00	169,756.82	0.00							
3129	长安大学教育基金会	2014	4,039,000.00	4,039,000.00	4,039,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,136,500.00	1,127,900.00	0.00	8,600.00	0.00							
3130	长春工业大学人文信息学院陈坚奖学基金会	2014	110,000.00	110,000.00	0.00	110,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		173,000.00	170,000.00	0.00	3,000.00	0.00							
3131	长春工程学院教育基金会	2014	858,000.00	858,000.00	0.00	858,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		455,068.50	449,572.00	0.00	5,496.50	0.00							
